fem,jobname,job,node,status,date
106,vnflcm-sg-nbi_Unit,Unit,GridEngine,enabled,2017-09-04 22:07:41
106,mini-link-indoor-pm-flows_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-13 10:09:30
106,mini-link-indoor-pm-flows_Release,Release,GridEngine,enabled,2017-10-13 10:19:09
106,mini-link-indoor-pm-flows_Acceptance,Acceptance,acceptancetest,enabled,2017-10-13 10:24:42
106,mini-link-indoor-pm-flows_Unit,Unit,GridEngine,enabled,2017-10-13 10:20:51
106,mini-link-indoor-pm-mediation-configuration_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-17 07:15:58
106,mini-link-indoor-pm-mediation-configuration_Release,Release,GridEngine,enabled,2017-07-17 14:33:13
106,mini-link-indoor-pm-mediation-configuration_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:21:12
106,mini-link-indoor-pm-mediation-configuration_Unit,Unit,GridEngine,enabled,2017-09-04 21:56:06
106,enm-sentinel-license-manager_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-03-23 14:20:44
106,enm-sentinel-license-manager_Release,Release,GridEngine,enabled,2017-03-27 08:55:28
106,enm-sentinel-license-manager_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:18:46
106,enm-sentinel-license-manager_Unit,Unit,GridEngine,enabled,2017-09-04 21:55:19
106,vran-job-service_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-11 09:38:26
106,vran-job-service_Release,Release,GridEngine,enabled,2017-09-11 15:15:17
106,vran-job-service_Acceptance,Acceptance,acceptancetest,enabled,2017-09-11 15:21:07
106,vran-job-service_Unit,Unit,GridEngine,enabled,2017-09-11 15:17:07
106,ran-vnfm-mediation-models_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-09 11:04:47
106,ran-vnfm-mediation-models_Release,Release,GridEngine,enabled,2017-10-13 13:58:47
106,ran-vnfm-mediation-models_Unit,Unit,GridEngine,enabled,2017-10-13 14:00:28
106,ran-vnfm-mediation-handlers_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-17 06:50:29
106,ran-vnfm-mediation-handlers_Release,Release,GridEngine,enabled,2017-09-22 14:43:14
106,ran-vnfm-mediation-handlers_Unit,Unit,GridEngine,enabled,2017-09-22 14:44:30
106,Admin_GerritTriggerTest_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-14 18:47:17
106,vnfm-mediation-models_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-07-15 07:14:00
106,vnfm-mediation-models_Release,Release,GridEngine,enabled,2017-06-20 13:48:45
106,vnfm-mediation-models_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:36:10
106,vnfm-mediation-models_Unit,Unit,GridEngine,enabled,2017-09-04 22:08:23
106,vnfm-mediation-handlers_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-04 09:25:22
106,vnfm-mediation-handlers_Release,Release,GridEngine,enabled,2017-06-29 16:01:50
106,vnfm-mediation-handlers_Acceptance,Acceptance,GridEngine,enabled,2017-09-21 14:16:02
106,vnfm-mediation-handlers_Unit,Unit,GridEngine,enabled,2017-09-04 22:09:20
106,ebs-controller3in1_Release,Release,GridEngine,enabled,2017-10-11 13:29:13
106,winfiol-sg_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-07-13 22:00:13
106,winfiol-sg_Release,Release,GridEngine,enabled,2017-07-13 22:10:58
106,winfiol-sg_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:36:22
106,winfiol-sg_Unit,Unit,GridEngine,enabled,2017-09-04 22:08:40
106,Tesing_postgress,Other,GridEngine,enabled,2016-11-25 10:30:07
106,vnflcm-sg-service_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-04 21:40:07
106,vnflcm-sg-service_Release,Release,GridEngine,enabled,2017-01-04 22:41:07
106,vnflcm-sg-service_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:35:53
106,vnflcm-sg-service_Unit,Unit,GridEngine,enabled,2017-09-04 22:08:08
106,ops-server-testware_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-04 21:38:08
106,ops-server-testware_Release,Release,GridEngine,disabled_noBuilds,2017-10-04 21:38:08
106,ops-server-testware_Unit,Unit,GridEngine,enabled,2017-09-04 22:00:47
106,ops-parser-testware_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-04 21:38:08
106,ops-parser-testware_Release,Release,GridEngine,disabled_noBuilds,2017-10-04 21:38:08
106,ops-parser-testware_Unit,Unit,GridEngine,enabled,2017-09-04 22:00:48
106,radionode-netlog-mediation-configuration-model_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-01-26 09:56:08
106,radionode-netlog-mediation-configuration-model_Release,Release,GridEngine,enabled,2017-01-26 10:00:55
106,radionode-netlog-mediation-configuration-model_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:27:52
106,radionode-netlog-mediation-configuration-model_Unit,Unit,GridEngine,enabled,2017-09-04 22:01:16
106,radionode-netlog-mediation-handler_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-04-07 12:24:18
106,radionode-netlog-mediation-handler_Release,Release,GridEngine,enabled,2017-04-07 12:38:01
106,radionode-netlog-mediation-handler_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:28:21
106,radionode-netlog-mediation-handler_Unit,Unit,GridEngine,enabled,2017-09-04 22:01:48
106,radionode-netlog-flow-model_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-01-26 09:45:41
106,radionode-netlog-flow-model_Release,Release,GridEngine,enabled,2017-01-26 09:53:24
106,radionode-netlog-flow-model_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:27:37
106,radionode-netlog-flow-model_Unit,Unit,GridEngine,enabled,2017-09-04 22:01:11
106,mini-link-pm-testware_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-07-18 10:12:58
106,mini-link-pm-testware_Release,Release,GridEngine,enabled,2017-01-09 04:31:25
106,mini-link-pm-testware_Unit,Unit,GridEngine,enabled,2017-10-17 07:32:16
106,ran-vnfm-mediation-handlers_Acceptance,Acceptance,acceptancetest,enabled,2017-09-22 14:47:54
106,radiotnode-node-model_PreCodeReview,PreCodeReview,GridEngine,disabled,2017-02-14 06:50:36
106,radiotnode-node-model_Release,Release,GridEngine,disabled,2017-02-09 00:29:48
106,ebs-stream-controller_Release,Release,GridEngine,enabled,2017-09-30 10:32:24
106,radiotnode-node-model_Unit,Unit,GridEngine,disabled,2017-02-09 00:40:16
106,radionode-node-model_PreCodeReview,PreCodeReview,GridEngine,disabled,2017-02-14 11:04:26
106,radionode-node-model_Release,Release,GridEngine,disabled,2017-02-09 06:29:25
106,jgroups-config_SiteDeploy,Other,GridEngine,enabled,2017-09-29 10:58:05
106,radionode-node-model_Unit,Unit,GridEngine,disabled,2017-02-09 06:40:04
106,elasticsearch-log-admin_Unit,Unit,GridEngine,enabled,2017-09-04 21:49:19
106,qpieseb_clean_local,Other,GridEngine,enabled,2017-02-08 12:18:57
106,gossiprouter_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-03-15 14:21:31
106,gossiprouter_Release,Release,GridEngine,enabled,2017-03-16 10:00:35
106,gossiprouter_Unit,Unit,GridEngine,enabled,2017-09-04 21:53:02
106,ebs-stream-controller_Acceptance,Acceptance,acceptancetest,enabled,2017-09-30 10:36:03
106,ebs-stream-controller_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-09-30 09:30:07
106,elasticsearch-log-admin_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-08-29 10:52:24
106,elasticsearch-log-admin_Release,Release,GridEngine,enabled,2017-09-04 15:19:26
106,openfusionnotificationservice_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-04-04 06:53:49
106,openfusionnotificationservice_Release,Release,GridEngine,enabled,2017-04-04 09:53:14
106,openfusionnotificationservice_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 23:25:22
106,openfusionnotificationservice_Unit,Unit,GridEngine,enabled,2017-09-04 22:00:24
106,elasticsearch-log-admin_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 22:55:05
106,ebs-stream-controller_Unit,Unit,GridEngine,enabled,2017-09-30 10:33:08
106,common-mediation-router-policy_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-13 06:51:43
106,common-cm-router-policy_BranchAcceptance,Acceptance,acceptancetest,enabled,2017-06-06 07:01:29
106,common-mediation-router-policy_Release,Release,GridEngine,enabled,2017-09-27 03:55:44
106,common-mediation-router-policy_Acceptance,Acceptance,acceptancetest,disabled_noBuilds,2017-10-04 21:33:07
106,common-mediation-router-policy_Unit,Unit,GridEngine,enabled,2017-09-27 03:57:11
106,jbosspatch_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-06-07 15:21:27
106,jbosspatch_Release,Release,GridEngine,disabled_noBuilds,2017-10-04 21:35:19
106,jbosspatch_Unit,Unit,GridEngine,enabled,2017-09-04 21:54:27
106,Jboss_Eiffel_trigger,Other,GridEngine,enabled,2017-10-16 10:22:53
106,msrbsv1-node-model_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-09-11 10:34:22
106,msrbsv1-node-model_Release,Release,GridEngine,enabled,2017-09-12 14:49:02
106,msrbsv1-node-model_Acceptance,Acceptance,acceptancetest,enabled,2017-09-12 15:04:52
106,msrbsv1-node-model_Unit,Unit,GridEngine,enabled,2017-09-19 14:47:20
106,event-parser-def_Verify,Verify,acceptancetest,enabled,2017-10-13 13:22:02
106,event-parser-def3in1_Release,Release,GridEngine,enabled,2017-10-15 01:11:49
106,inventory-transformer-3gpp_dBranch,Other,acceptancetest,enabled,2017-07-31 10:10:09
106,export-service_VerticalSlice,Other,acceptancetest,enabled,2017-10-16 19:12:52
106,cm-router-policy_PCR_Vertical_Slice,Other,acceptancetest,disabled,2017-06-20 13:27:16
106,auto-id-solr_Acceptance,Acceptance,acceptancetest,enabled,2017-09-04 21:43:57
106,auto-id-solr_Unit,Unit,GridEngine,enabled,2017-10-17 07:20:34
106,asr-forwarder_Verify,Verify,acceptancetest,enabled,2017-09-14 11:23:05
106,asr-forwarder_3in1Release,Release,GridEngine,enabled,2017-09-14 16:22:48
106,esa-pm-flows-model_Release,Release,GridEngine,enabled,2017-10-06 15:38:23
106,ealeing_data-persistence-service_Acceptance,Acceptance,acceptancetest,disabled,2017-06-09 16:18:30
106,esa-pm-flows-model_Unit,Unit,GridEngine,enabled,2017-10-06 15:39:17
106,amos-service_Release-TEST,Release,GridEngine,disabled,2017-06-28 12:47:46
106,consul-config-client_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-08-25 11:03:48
106,consul-config-server_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-08-25 11:03:30
106,esa-pm-handlers-model_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-06 14:07:34
106,esa-pm-handlers-model_Release,Release,GridEngine,enabled,2017-10-06 15:36:33
106,esa-pm-handlers-model_Unit,Unit,GridEngine,enabled,2017-10-06 15:37:25
106,userandsecurityandsmrs_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-10 09:20:29
106,userandsecurityandsmrs_Release,Release,GridEngine,enabled,2017-09-19 09:43:49
106,userandsecurityandsmrs_Unit,Unit,GridEngine,enabled,2017-09-19 09:45:00
106,esa-pm-handlers-code_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-06 14:16:01
106,esa-pm-handlers-code_Release,Release,GridEngine,enabled,2017-10-06 15:44:10
106,esa-pm-handlers-code_Acceptance,Acceptance,acceptancetest,enabled,2017-10-06 15:48:40
106,esa-pm-handlers-code_Unit,Unit,GridEngine,enabled,2017-10-06 15:45:29
106,sa-service_Verify,Verify,acceptancetest,enabled,2017-10-05 12:48:04
106,sa-service_3in1Release,Release,GridEngine,enabled,2017-10-05 15:04:51
106,export-service_Branch_PreCodeReview,PreCodeReview,GridEngine,disabled,2017-09-20 12:39:57
106,networkexplorer_Branch_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-09-18 15:20:31
106,export-service_Branch_Release,Release,GridEngine,disabled,2017-09-20 13:51:35
106,groovy-test,Other,GridEngine,enabled,2017-09-21 15:50:19
106,lmirbe_test,Other,GridEngine,enabled,2017-09-20 15:18:07
106,networkexplorer_sg_Branch_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-04 21:37:35
106,navi-test,Other,GridEngine,disabled,2017-09-22 13:48:05
107,Admin_Check_Jenkins_Memory,Admin,master,enabled,2017-10-17 07:37:01
107,Admin_Restart_RHEL6.4_GridEngine_Slaves,Admin,master,enabled,2017-10-17 03:00:17
107,Common_Utils_Publish,Other,GridEngine,disabled_noBuilds,2015-06-19 14:06:06
107,ERICrhel6viojbossimage_CXP9035333_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-13 12:35:06
107,ERIClitpsan-testware_dBranches,Other,Not_assigned,enabled,2017-09-29 08:45:45
107,DPS_Utils_Publish,Other,GridEngine,disabled_noBuilds,2015-06-19 14:06:17
107,ERIClitpsan-testware_unit,Unit,GridEngine,enabled,2016-11-02 13:32:34
107,ERIClitpsan_dBranches,Other,GridEngine,disabled,2015-07-16 12:29:20
107,ERIClitpsanemc_Publish,Other,GridEngine,enabled,2017-08-03 15:45:26
107,ERICrhel6viojbossimage_CXP9035333_Release,Release,GridEngine,disabled_noBuilds,2017-10-13 15:22:00
107,ERIClitpsanemc_dBranches,Other,GridEngine,enabled_noBuilds,2016-11-09 13:29:45
107,ERIClitpsanemc_preCodeReview,PreCodeReview,GridEngine,enabled,2017-08-02 16:46:57
107,ERIClitpsanemc_unit,Unit,GridEngine,enabled,2017-08-03 15:47:50
107,ERIClitpsan_Publish,Other,GridEngine,enabled,2017-07-10 11:03:52
107,ERIClitpschemawriter_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2016-11-09 13:29:48
107,ERIClitpschemawriter_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:08
107,ERICrhel6viojbossimage_CXP9035333_Acceptance,Acceptance,acceptancetest,enabled_noBuilds,2017-10-13 12:40:14
107,ERIClitpschemawriter_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:29:49
107,EiffelOpTest1_WhenManuallyTrigged_DoUpdateConfidenceLevel,Other,Not_assigned,enabled,2015-10-05 17:55:52
107,EiffelOpTest2_WhenConfidenceLevelUpdated_DoUploadArtifact,Other,Not_assigned,enabled,2015-10-05 17:56:24
107,EiffelOpTest3_WhenArtifactUploaded_DoRun,Other,Not_assigned,enabled,2017-10-16 20:02:30
107,EiffelOpTest4_EmttTestJob,Other,Not_assigned,enabled,2015-02-19 21:50:48
107,IdentityService_Publish,Other,GridEngine,disabled_noBuilds,2015-06-19 14:07:52
107,ERICrhel6viojbossimage_CXP9035333_Unit,Unit,GridEngine,enabled,2017-10-13 10:52:41
107,ERIClitpsan_Unit,Unit,GridEngine,enabled,2017-07-10 11:05:25
107,NewTemplate_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:13
107,ERICrhel7viobaseimage_CXP9035335_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-13 13:45:17
107,SshJcaConnector_Publish,Other,GridEngine,disabled_noBuilds,2015-06-19 14:12:05
107,ERICrhel7viobaseimage_CXP9035335_Release,Release,GridEngine,disabled_noBuilds,2017-10-13 15:13:00
107,sbg-node-model-16a_PreCodeReview,PreCodeReview,GridEngine,disabled,2017-02-13 14:50:40
107,sbg-node-model-16a_Release,Release,GridEngine,disabled,2017-02-08 23:00:42
107,sbg-node-model-16a_Unit,Unit,GridEngine,disabled,2017-02-08 23:02:16
107,ERIClitpsanapi-testware_dBranches,Other,Not_assigned,enabled,2017-09-29 08:45:38
107,brf-c-models-r2_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-08-28 07:14:46
107,ERIClitpsanapi-testware_unit,Unit,GridEngine,enabled,2017-01-05 04:05:28
107,brf-c-models-r2_Release,Release,GridEngine,enabled,2017-09-29 09:45:13
107,ERICrhel7viobaseimage_CXP9035335_Acceptance,Acceptance,acceptancetest,enabled_noBuilds,2017-10-13 13:45:19
107,ERICrhel7viobaseimage_CXP9035335_Unit,Unit,GridEngine,enabled,2017-10-17 05:53:57
107,brf-c-models-r2_Unit,Unit,GridEngine,enabled,2017-09-29 09:47:08
107,ERIClitpsanapi_dBranches,Other,GridEngine,enabled,2017-09-29 08:44:42
107,elasticsearch_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-10 10:20:16
107,elasticsearch_Release,Release,GridEngine,enabled,2017-09-28 15:20:43
107,elasticsearch_Unit,Unit,GridEngine,enabled,2017-09-28 15:26:50
107,ERICrhel6viojbossimage_CXP9035337_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2017-10-13 16:50:30
107,ERIClitpsanapi_Publish,Other,GridEngine,enabled,2017-05-18 16:08:46
107,geo-server_PreCodeReview,PreCodeReview,GridEngine,enabled,2016-03-08 15:41:32
107,geo-server_Release,Release,GridEngine,enabled,2016-03-08 17:06:59
107,geo-server_Unit,Unit,GridEngine,enabled,2016-05-31 12:24:33
107,ERIClitpsanapi_unit,Unit,GridEngine,enabled,2017-05-18 16:09:49
107,geowebcache_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-05-07 14:47:22
107,geowebcache_Release,Release,GridEngine,enabled,2015-06-15 17:18:23
107,ERICrhel6viojbossimage_CXP9035337_Release,Release,GridEngine,disabled_noBuilds,2017-10-16 07:58:35
107,geowebcache_Unit,Unit,GridEngine,enabled,2017-09-04 22:07:50
107,ERIClitpsan_preCodeReview,PreCodeReview,GridEngine,enabled,2017-09-01 10:42:01
107,group-api_Release,Release,GridEngine,enabled,2015-07-09 12:42:57
107,group-api_Unit,Unit,GridEngine,enabled,2015-07-19 19:15:02
107,ERIClitpsanapi_preCodeReview,PreCodeReview,GridEngine,enabled,2017-04-27 16:20:13
107,group_Release,Release,GridEngine,enabled,2016-10-06 08:54:27
107,group_Unit,Unit,GridEngine,enabled,2016-10-06 08:54:58
107,litp-backup_Acceptance,Acceptance,GridEngine,enabled_noBuilds,2016-11-09 13:30:13
107,litp-backup_PreCodeReview,PreCodeReview,GridEngine,enabled,2016-01-12 15:02:29
107,litp-backup_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:09
107,ERICrhel6viojbossimage_CXP9035337_Acceptance,Acceptance,acceptancetest,enabled_noBuilds,2017-10-16 07:58:36
107,litp-backup_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:15
107,ERIClitpsan-testware_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:07
107,litp-configmanager-api_Release,Release,GridEngine,enabled,2015-07-27 21:56:20
107,ERICrhel6viojbossimage_CXP9035337_Unit,Unit,GridEngine,enabled,2017-10-13 16:16:49
107,litp-configmanager-api_Unit,Unit,GridEngine,enabled,2015-08-01 12:09:47
107,litp-configmanager_Release,Release,GridEngine,enabled,2016-03-03 15:56:41
107,litp-configmanager_Unit,Unit,GridEngine,enabled,2016-03-03 15:57:14
107,ERIClitpsanapi-testware_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:08
107,litp-elasticsearch-api_Release,Release,GridEngine,enabled,2017-03-11 04:21:41
107,litp-elasticsearch-api_Unit,Unit,GridEngine,enabled,2017-03-20 09:40:18
107,env_test,Other,Not_assigned,enabled,2016-09-13 10:13:10
107,litp-elasticsearch_Release,Release,GridEngine,enabled,2016-11-24 16:02:33
107,litp-elasticsearch_Unit,Unit,GridEngine,enabled,2016-11-24 16:03:34
107,litp-haproxy-api_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2016-11-09 13:30:25
107,litp-haproxy-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:10
107,litp-haproxy-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:26
107,litp-haproxy_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2016-11-09 13:30:27
107,litp-haproxy_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:10
107,litp-haproxy_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:28
107,litp-elasticsearch_PreCodeReview,PreCodeReview,GridEngine,enabled,2016-11-24 14:59:56
107,litp-httpd-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:10
107,litp-httpd-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:29
107,sgsnwritenode-testware_Release,Release,GridEngine,enabled,2017-01-09 16:14:14
107,litp-httpd_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:10
107,litp-httpd_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:30
107,OnboardingEightLITPplu_Unit,Unit,GridEngine,enabled,2015-08-07 12:47:09
107,litp-logstash-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:10
107,litp-logstash-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:31
107,OnboardingOneLITPplu_Unit,Unit,GridEngine,enabled,2017-01-30 14:01:13
107,litp-logstash_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:11
107,litp-logstash_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:32
107,litp-elasticsearch-api_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-03-14 09:28:59
107,litp-modcluster-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:11
107,litp-modcluster-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:33
107,OnboardingEightLITPext_Unit,Unit,GridEngine,enabled,2015-08-07 14:44:21
107,litp-modcluster_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:11
107,litp-modcluster_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:34
107,litp-model-deployment-api_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-03-05 10:52:29
107,litp-model-deployment-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:11
107,litp-model-deployment-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:30:36
107,litp-model-deployment_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-10-06 21:01:43
107,litp-model-deployment_Release,Release,GridEngine,enabled,2017-04-12 13:47:38
107,litp-model-deployment_Unit,Unit,GridEngine,enabled,2017-04-12 13:49:13
107,OnboardingEightLITPplu_Acceptance,Acceptance,acceptancetest,enabled,2015-08-07 12:48:10
107,litp-monitoring-api_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-10-16 13:19:05
107,litp-monitoring-api_Release,Release,GridEngine,enabled,2015-10-19 09:06:53
107,litp-monitoring-api_Unit,Unit,GridEngine,enabled,2017-09-04 22:08:33
107,litp-monitoring_Acceptance,Acceptance,GridEngine,enabled,2016-06-18 14:13:04
107,OnboardingEightLITPext_Release,Release,GridEngine,enabled,2015-08-07 14:43:11
107,litp-monitoring_PreCodeReview,PreCodeReview,GridEngine,enabled,2016-06-28 12:10:03
107,litp-monitoring_Release,Release,GridEngine,enabled,2016-06-06 13:48:30
107,litp-monitoring_Unit,Unit,GridEngine,enabled,2016-06-06 13:49:36
107,OnboardingEightLITP3pp_Unit,Unit,GridEngine,enabled,2015-08-10 11:26:19
107,litp-mysql-api_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-07-09 12:17:13
107,litp-mysql-api_Release,Release,GridEngine,enabled,2015-07-09 16:15:05
107,litp-mysql-api_Unit,Unit,GridEngine,enabled,2015-07-19 19:12:15
107,OnboardingEightLITP3pp_Release,Release,GridEngine,enabled,2015-08-10 11:25:23
107,litp-mysql_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-03-14 11:35:49
107,litp-mysql_Release,Release,GridEngine,enabled,2016-06-28 15:25:05
107,litp-mysql_Unit,Unit,GridEngine,enabled,2016-06-28 15:25:52
107,OnboardingEightLITPplu_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-08-07 12:16:12
107,litp-postgresql-api_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-02-02 10:59:41
107,litp-postgresql-api_Release,Release,GridEngine,enabled,2017-02-02 22:23:38
107,litp-postgresql-api_Unit,Unit,GridEngine,enabled,2017-02-02 22:24:17
107,EiffelOp-Kill-TimerX-Threads,Other,Not_assigned,enabled,2017-10-17 06:48:01
107,litp-postgresql_Release,Release,GridEngine,enabled,2017-09-12 15:29:32
107,litp-postgresql_Unit,Unit,GridEngine,enabled,2017-09-12 15:30:31
107,er6000-snmp-fm-model_Release,Release,GridEngine,enabled,2017-05-30 07:10:59
107,litp-rsyslog-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:12
107,litp-rsyslog-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:31:04
107,er6000-snmp-fm-model_Unit,Unit,GridEngine,enabled,2017-09-04 22:08:29
107,litp-rsyslog_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:12
107,litp-rsyslog_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:31:05
107,litp-snapshot-litp1_Acceptance,Acceptance,GridEngine,enabled,2015-01-06 17:47:22
107,OnboardingEightLITPext_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-08-07 14:32:51
107,litp-snapshot-litp1_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-01-06 17:45:45
107,litp-snapshot-litp1_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:12
107,litp-snapshot-litp1_Unit,Unit,GridEngine,enabled,2015-01-06 17:45:45
107,LITP_3PP_OnboardingTwo_Unit,Unit,GridEngine,enabled,2016-01-19 15:07:02
107,litp-versant-api_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:13
107,litp-versant-api_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:31:09
107,litp-versant-management-api_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-10-12 17:07:58
107,litp-versant-management-api_Publish,Other,GridEngine,enabled,2015-10-12 17:57:58
107,litp-versant-management-api_Unit,Unit,GridEngine,enabled,2015-10-12 17:59:31
107,litp-versant-management_PreCodeReview,PreCodeReview,GridEngine,enabled,2017-07-24 10:37:27
107,litp-versant-management_Publish,Other,GridEngine,enabled,2017-07-09 09:21:16
107,litp-versant-management_Unit,Unit,GridEngine,enabled,2017-07-09 09:22:06
107,litp-versant-puppet_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2016-11-09 13:31:14
107,litp-versant-puppet_Publish,Other,GridEngine,disabled_noBuilds,2015-06-19 14:10:57
107,litp-versant-puppet_Unit,Unit,GridEngine,enabled_noBuilds,2016-11-09 13:31:15
107,sgsnwritenode-testware_Unit,Unit,GridEngine,enabled,2017-09-04 22:10:00
107,litp-versant_Publish,Other,GridEngine,enabled,2016-01-17 10:06:45
107,litp-versant_Unit,Unit,GridEngine,enabled,2015-10-30 16:15:23
107,logqueryservice_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:13
107,logqueryserviceapi_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:13
107,logstash_Release,Release,GridEngine,disabled_noBuilds,2015-10-19 13:14:13
107,puppetlabs-apt_PreCodeReview,PreCodeReview,GridEngine,enabled,2015-07-15 11:39:21
107,puppetlabs-apt_Release,Release,GridEngine,enabled,2015-07-15 11:51:10
107,puppetlabs-apt_Unit,Unit,GridEngine,enabled,2015-07-15 11:52:06
107,puppetlabs-concat_PreCodeReview,PreCodeReview,GridEngine,enabled_noBuilds,2016-11-09 13:31:56
107,puppetlabs-concat_Release,Release,GridEngine,enabled,2015-01-22 14:17:33
